Title,Vendor,Source_Project,License_Category,Item_No,Quantity,Metric,Type,Ready_for_Procurement,License_Server_Planned,Priority_Date,Priority_Reason,Changes_Since_Feb_2025,Changes_from_Local_List,Action,Responsible,Due_Date,Comment,Comment_2
Acrobat Standard DC,Adobe,ASTRA,Paid License,1,12,user,subscription,,,,,,,,,,,
Acrobat Professional DC,Adobe,ASTRA,Paid License,2,4,user,subscription,,,,,,,,,,,
Illustrator CC,Adobe,ASTRA,Paid License,3,4,user,subscription,,,,,,,,,,,
Altair Token,Altair,ASTRA,Paid License,4,1 license +30 tokens,token floating,subscription,,,,,,,,,,,
Hyperworks,Altair,ASTRA,Paid License,5,1 license +30 tokens,token floating,subscription,,,,,,,,,,,
Python Enterprice,Anaconda,ASTRA,Paid License,6,16,user,tbd,,,,,,,,,,,
IQ-FMEA-L,APIS Infromationstechnologie,ASTRA,Paid License,7,4,floating,perpetual,,,,,,,,,,,
AutoCAD,Autodesk,ASTRA,Paid License,8,8,user,subscription,,,,,,,,,,,
Inventor Professional,Autodesk,ASTRA,Paid License,9,10,user,subscription,,,,,,,,,,,
Vault Professional,Autodesk,ASTRA,Paid License,10,2,user,subscription,,,,,,,,,,,
MindManager,Corel/Alludo,ASTRA,Paid License,11,5,user,subscription,,,,,,,,,,,
CATIA V5,Dassault Systèmes,ASTRA,Paid License,12,4,concurrent/floating,perpetual,,,,,,,,,,,
eDrawings Profesional,Dassault Systèmes,ASTRA,Paid License,13,36,user,subscription,,,,,,,,,,,
SolidWorks,Dassault Systèmes,ASTRA,Paid License,14,13,user,subscription,,,,,,,,,,,
Abaqus,Dassault Systèmes,ASTRA,Paid License,15,4,concurrent,subscription,,,,,,,,,,,
Q-DAS 14 Notebook,Hexagon,ASTRA,Paid License,16,5,tbd,tbd,,,,,,,,,,,
"IBM Doors (""IBM Engineering Requirements Management DOORS family Authorized User License + SW Subscription & Support 12 Months"")",IBM,ASTRA,Paid License,17,2,user,tbd,,,,,,,,,,,
IrfanView 4.x 64bit,Irfan Skiljan,ASTRA,Paid License,18,210,enterprise/corporate,tbd,,,,,,,,,,,
ScreenPresso Pro,Learnpulse,ASTRA,Paid License,19,435,enterprise/corporate,tbd,,,,,,,,,,,
MATLAB,MathWorks,ASTRA,Paid License,20,7,named/specific user,subscription,,,,,,,,,,,
Signal_Toolbox,MathWorks,ASTRA,Paid License,21,5,named/specific user,subscription,,,,,,,,,,,
SIMULINK,MathWorks,ASTRA,Paid License,22,5,named/specific user,subscription,,,,,,,,,,,
Simscape,MathWorks,ASTRA,Paid License,23,4,named/specific user,subscription,,,,,,,,,,,
Power_System_Blocks,MathWorks,ASTRA,Paid License,24,3,named/specific user,subscription,,,,,,,,,,,
Signal_Blocks,MathWorks,ASTRA,Paid License,25,3,named/specific user,subscription,,,,,,,,,,,
Stateflow,MathWorks,ASTRA,Paid License,26,3,named/specific user,subscription,,,,,,,,,,,
Control_Toolbox,MathWorks,ASTRA,Paid License,27,2,named/specific user,subscription,,,,,,,,,,,
Fixed_Point_Toolbox,MathWorks,ASTRA,Paid License,28,2,named/specific user,subscription,,,,,,,,,,,
RF_Blockset,MathWorks,ASTRA,Paid License,29,2,named/specific user,subscription,,,,,,,,,,,
RF_Toolbox,MathWorks,ASTRA,Paid License,30,2,named/specific user,subscription,,,,,,,,,,,
SimDriveline,MathWorks,ASTRA,Paid License,31,2,named/specific user,subscription,,,,,,,,,,,
System_Composer,MathWorks,ASTRA,Paid License,32,2,named/specific user,subscription,,,,,,,,,,,
AUTOSAR_Blockset,MathWorks,ASTRA,Paid License,33,1,named/specific user,subscription,,,,,,,,,,,
Cert_Kit_IEC,MathWorks,ASTRA,Paid License,34,1,named/specific user,subscription,,,,,,,,,,,
Identification_Toolbox,MathWorks,ASTRA,Paid License,35,1,named/specific user,subscription,,,,,,,,,,,
MATLAB_Coder,MathWorks,ASTRA,Paid License,36,1,named/specific user,subscription,,,,,,,,,,,
MATLAB_Report_Gen,MathWorks,ASTRA,Paid License,37,1,named/specific user,subscription,,,,,,,,,,,
Motor_Control_Blockset,MathWorks,ASTRA,Paid License,38,1,named/specific user,subscription,,,,,,,,,,,
Qual_Kit_DO,MathWorks,ASTRA,Paid License,39,1,named/specific user,subscription,,,,,,,,,,,
Real-Time_Workshop,MathWorks,ASTRA,Paid License,40,1,named/specific user,subscription,,,,,,,,,,,
RTW_Embedded_Coder,MathWorks,ASTRA,Paid License,41,1,named/specific user,subscription,,,,,,,,,,,
SimMechanics,MathWorks,ASTRA,Paid License,42,1,named/specific user,subscription,,,,,,,,,,,
Simscape_Battery,MathWorks,ASTRA,Paid License,43,1,named/specific user,subscription,,,,,,,,,,,
Simulink_Control_Design,MathWorks,ASTRA,Paid License,44,1,named/specific user,subscription,,,,,,,,,,,
Simulink_Coverage,MathWorks,ASTRA,Paid License,45,1,named/specific user,subscription,,,,,,,,,,,
Simulink_Design_Verifier,MathWorks,ASTRA,Paid License,46,1,named/specific user,subscription,,,,,,,,,,,
Simulink_HDL_Coder,MathWorks,ASTRA,Paid License,47,1,named/specific user,subscription,,,,,,,,,,,
Simulink_PLC_Coder,MathWorks,ASTRA,Paid License,48,1,named/specific user,subscription,,,,,,,,,,,
Simulink_Requirements,MathWorks,ASTRA,Paid License,49,1,named/specific user,subscription,,,,,,,,,,,
Simulink_Test,MathWorks,ASTRA,Paid License,50,1,named/specific user,subscription,,,,,,,,,,,
SL_Verification_Validation,MathWorks,ASTRA,Paid License,51,1,named/specific user,subscription,,,,,,,,,,,
Statistics_Toolbox,MathWorks,ASTRA,Paid License,52,1,named/specific user,subscription,,,,,,,,,,,
Vehicle_Network_Toolbox,MathWorks,ASTRA,Paid License,53,1,named/specific user,subscription,,,,,,,,,,,
XPC_Target,MathWorks,ASTRA,Paid License,54,1,named/specific user,subscription,,,,,,,,,,,
Stages Server License,Methodpark,ASTRA,Paid License,55,1,server,tbd,,,,,,,,,,,
Stages active users,Methodpark,ASTRA,Paid License,56,10,user,tbd,,,,,,,,,,,
Process Modeler (MODEL):,Methodpark,ASTRA,Paid License,57,1,concurrent/floating,tbd,,,,,,,,,,,
Process Contributor,Methodpark,ASTRA,Paid License,58,1,concurrent/floating,tbd,,,,,,,,,,,
SQL Server Standard,Microsoft,ASTRA,Paid License,59,5 servers x 4 cores,core,tbd,,,,,,,,,,"in clarification, final quantity",
Microsoft Defender Suite (Defender Suite Sub Per User),Microsoft,ASTRA,Paid License,60,500,user,subscription,,,,,,,,,,required for M365 migration  - 1 month before network cut,
"Standard IT-User, M365 E3",Microsoft,ASTRA,Paid License,61,500,user,subscription,,,,,,,,,,required for M365 migration - 1 month before network cut,
Microsoft VisioPro 64-Bit Edition for Office 365 (Visio Professional ALng  with SA),Microsoft,ASTRA,Paid License,62,61,user,perpetual,,,,,,,,,,,
"Visual Studio Professional w. GitHub Enterprise (Visual Studio Pro with GitHub ALng ; only available in EA/EAS 
alternatively Visual Studio Pro and GitHub Enterprise as stand-alone license)",Microsoft,ASTRA,Paid License,63,12,user,perpetual,,,,,,,,,,,
Microsoft SQL Server 2022 Express,Microsoft,ASTRA,Paid License,64,6,tbd,tbd,,,,,,,,,,"in clarification, final quantity",
Windows Server 2025 Standard (Win Server Standard Core ALng 2CoreLic) => 28 Packs,Microsoft,ASTRA,Paid License,65,56,core,tbd,,,,,,,,,,,
Exchange Server on Premise (Enterprise) Exchange Server Enterprise ALng LSA,Microsoft,ASTRA,Paid License,66,1,tbd,tbd,,,,,,,,,,,
Microsoft Copilot Studio User License,Microsoft,ASTRA,Paid License,67,2,user,subscription,,,,,,,,,,,
Microsoft 365 Audio Conferencing Pay-Per-Minute (Audio Conferencing Pay Per Min Sub Per User),Microsoft,ASTRA,Paid License,68,377,user,subscription,,,,,,,,,,,
Microsoft System Center Configuration Manager 2022 Client Management License OSE (unknown language) (Microsoft Endpoint Configuration Manager Client Management License per OSE),Microsoft,ASTRA,Paid License,69,600,user,tbd,,,,,,,,,,,
Microsoft Teams Phone Standard User (Teams Phone Standard Sub Per User),Microsoft,ASTRA,Paid License,70,70,user,subscription,,,,,,,,,,,
Microsoft Windows Professional,Microsoft,ASTRA,Paid License,71,92,device,perpetual,,,,,,,,,,,
Microsoft Exchange Online Plan 2 User (Exchange Online P2 Sub Per User),Microsoft,ASTRA,Paid License,72,37,user,subscription,,,,,,,,,,,
Microsoft Visio Plan 2 (Visio P2 Sub Per User),Microsoft,ASTRA,Paid License,73,23,user,subscription,,,,,,,,,,,
Microsoft Windows 11 Professional (unknown language) (Windows 11 Pro (Per Device)),Microsoft,ASTRA,Paid License,74,22,device,subscription,,,,,,,,,,,
Microsoft Project Plan 3 User (Planner & Project P3 Sub Per User),Microsoft,ASTRA,Paid License,75,18,user,subscription,,,,,,,,,,,
Microsoft Project Professional for Office 365 Client User Application (Project Professional Alng with SA),Microsoft,ASTRA,Paid License,76,20,user,perpetual,,,,,,,,,,,
Microsoft Visual Studio Professional (Visual Studio Professional Subscription),Microsoft,ASTRA,Paid License,77,15,user,subscription,,,,,,,,,,,
Windows Server 2025 Data Center Edition (Win Server Datacenter Core ALng 2CoreLic) => 192 packs,Microsoft,ASTRA,Paid License,78,384,core,tbd,,,,,,,,,,,
Microsoft Power BI Professional User (Power BI Pro Sub Per User),Microsoft,ASTRA,Paid License,79,4,user,subscription,,,,,,,,,,,
Planner Plan 1 (Web-Version) oder Planner & Project P3,Microsoft,ASTRA,Paid License,80,9,user,subscription,,,,,,,,,,buyer can decide on the option,
Microsoft Visual Studio 2022 Enterprise (Visual Studio Ent MSDN 2026 Alng),Microsoft,ASTRA,Paid License,81,1,user,subscription,,,,,,,,,,,
RDS CALs with Software Assurance,Microsoft,ASTRA,Paid License,82,40,user,tbd,,,,,,,,,,,
Minitab Statistical 22,Minitab,ASTRA,Paid License,83,23,user,subscription,,,,,,,,,,,
MobaXterm Professional,Mobatek,ASTRA,Paid License,84,2,user,perpetual,,,,,,,,,,,
Opentext Imaging Windows Viewer,Open Text,ASTRA,Paid License,85,439,enterprise/corporate,tbd,,,,,,,,,,,
OpenText Enterprise Scan 22,Open Text,ASTRA,Paid License,86,5,enterprise/corporate,tbd,,,,,,,,,,,
Database Enterprise Edition,Oracle (SAP),ASTRA,Paid License,87,375,named user,perpetual,,,,,,,,,,12 months TSA option,
Tuning Pack,Oracle (SAP),ASTRA,Paid License,88,375,named user,perpetual,,,,,,,,,,12 months TSA option,
Partinioning,Oracle (SAP),ASTRA,Paid License,89,375,named user,perpetual,,,,,,,,,,12 months TSA option,
Advanced Compression,Oracle (SAP),ASTRA,Paid License,90,375,named user,perpetual,,,,,,,,,,12 months TSA option,
Diagnostics Pack,Oracle (SAP),ASTRA,Paid License,91,375,named user,perpetual,,,,,,,,,,12 months TSA option,
Database-In-Memory (auf PFK und PF5),Oracle (SAP),ASTRA,Paid License,92,375,named user,perpetual,,,,,,,,,,12 months TSA option,
Oracle Database Server,Oracle (SAP),ASTRA,Paid License,93,2,core,perpetual,,,,,,,,,,12 months TSA option,
Creo (Advanced T2),PTC,ASTRA,Paid License,94,30,floating,subscription,,,,,,,,,,,
"PTC-WindchillPDMLink-Creo (•	Windchill Base
•	Windchill Creo Data Management & Visualization
)",PTC,ASTRA,Paid License,95,30,User,subscription,,,,,,,,,,,
"PTC Creo Standalone (•	Creo Advanced Assembly Extension - Global License
•	Creo Design Essentials Global (no PLM included)
)",PTC,ASTRA,Paid License,96,6,User,subscription,,,,,,,,,,,
PTC-WindchillPDMLink-eBOM-Creo,PTC,ASTRA,Paid License,97,12,User,subscription,,,,,,,,,,,
PTC-WindchillPDMLink-Contributor (Contributor License),PTC,ASTRA,Paid License,98,9,User,subscription,,,,,,,,,,,
MathCAD Prime,PTC,ASTRA,Paid License,99,3,user,subscription,,,,,,,,,,,
Remote Desktop 2024,Rocket Software,ASTRA,Paid License,100,1,enterprise/corporate,tbd,,,,,,,,,,,
Professional User,SAP,ASTRA,Paid License,101,241,user,perpetual,,,,,,,,,,"waiting for final offer from SAP, based on Bosch conditions",
"7017272 SAP S/4HANA Cloud Private Edition, product lifecycle management",SAP,ASTRA,Paid License,102,127,user,perpetual,,,,,,,,,,"waiting for final offer from SAP, based on Bosch conditions",
Logistic User,SAP,ASTRA,Paid License,103,62,user,perpetual,,,,,,,,,,"waiting for final offer from SAP, based on Bosch conditions",
Worker User,SAP,ASTRA,Paid License,104,60,user,perpetual,,,,,,,,,,"waiting for final offer from SAP, based on Bosch conditions",
7018211 SAP Enterprise Product Engineering,SAP,ASTRA,Paid License,105,27,user,perpetual,,,,,,,,,,"waiting for final offer from SAP, based on Bosch conditions",
Development User,SAP,ASTRA,Paid License,106,12,user,perpetual,,,,,,,,,,"waiting for final offer from SAP, based on Bosch conditions",
"7017375 SAP Shared Service Framework, Human Resources",SAP,ASTRA,Paid License,107,5,user,perpetual,,,,,,,,,,"waiting for final offer from SAP, based on Bosch conditions",
7017523 SAP Just-in-time Inbound Process for Auto,SAP,ASTRA,Paid License,108,1,calls,perpetual,,,,,,,,,,"waiting for final offer from SAP, based on Bosch conditions",
TC Visualization Pro Plus,Siemens,ASTRA,Paid License,109,30,concurrent/floating,subscription,,,,,,,,,,,
JT Bi-Directional Translator for STEP,Siemens,ASTRA,Paid License,110,15,concurrent/floating,subscription,,,,,,,,,,,
DXF File Open for TC Vis,Siemens,ASTRA,Paid License,111,2,concurrent/floating,subscription,,,,,,,,,,,
IGES File Open for TC Vis,Siemens,ASTRA,Paid License,112,1,concurrent,subscription,,,,,,,,,,,
Teamcenter Author,Siemens,ASTRA,Paid License,113,1,user,subscription,,,,,,,,,,,
NX Gateway,Siemens,ASTRA,Paid License,114,1,user,subscription,,,,,,,,,,,
NX Assembly,Siemens,ASTRA,Paid License,115,1,user,subscription,,,,,,,,,,,
NX Drafting,Siemens,ASTRA,Paid License,116,1,user,subscription,,,,,,,,,,,
NX Solid Modeling,Siemens,ASTRA,Paid License,117,1,user,subscription,,,,,,,,,,,
NX Features Modeling,Siemens,ASTRA,Paid License,118,1,user,subscription,,,,,,,,,,,
NX DXFDWG Translator,Siemens,ASTRA,Paid License,119,1,user,subscription,,,,,,,,,,,
NX STEP AP214 Translator,Siemens,ASTRA,Paid License,120,1,user,subscription,,,,,,,,,,,
NX Render,Siemens,ASTRA,Paid License,121,1,user,subscription,,,,,,,,,,,
NX Visualize Shape,Siemens,ASTRA,Paid License,122,1,user,subscription,,,,,,,,,,,
JT Bi-Directional Translator for CATIA V,Siemens,ASTRA,Paid License,123,1,concurrent/floating,subscription,,,,,,,,,,,
Enterprise Architect Corporate,Sparx Systems,ASTRA,Paid License,124,9,Floating,perpetual,,,,,,,,,,maintanance can be added,
Quick Access Enhanced with Recording (TTSPS),TTS,ASTRA,Paid License,125,441,device,subscription,,,,,,,,,,,
CANape,Vector Informatik,ASTRA,Paid License,126,3,"named user, named user devise",perpetual,,,,,,,,,,maintanance can be added,
CANdb++,Vector Informatik,ASTRA,Paid License,127,11,"named user, named user devise",perpetual,,,,,,,,,,maintanance can be added,
vTESTstudio,Vector Informatik,ASTRA,Paid License,128,11,"named user, named user devise",perpetual,,,,,,,,,,maintanance can be added,
vFlash 7 Standard Win,Vector Informatik,ASTRA,Paid License,129,2,"named user, named user devise",perpetual,,,,,,,,,,maintanance can be added,
CANoe PRO,Vector Informatik,ASTRA,Paid License,130,2,"named user, named user devise",perpetual,,,,,,,,,,maintanance can be added,
IMC Famos Professional,Famos,ASTRA,Paid License,131,10,tbd,tbd,,,,,,,,,,,
IMC Studio Professional,Famos,ASTRA,Paid License,132,8,tbd,tbd,,,,,,,,,,,
Insider Risk Management,Microsoft,ASTRA,Paid License,133,500,user,subscription,,,,,,,,,,,
VersionDog,Octoplant,ASTRA,Paid License,134,"6 computers, 1500 components",tbd,tbd,,,,,,,,,,,
ACS 109 - Streckenabwicklung SD,SAP,ASTRA,Paid License,135,1,corporate license,perpetual,,,,,,,,,,puchase complete,
ACS 109_3  -  Streckenabwicklung JIT,SAP,ASTRA,Paid License,136,1,corporate license,perpetual,,,,,,,,,,puchase complete,
ACS 39 - EDI Monitor Lieferavise,SAP,ASTRA,Paid License,137,1,corporate license,perpetual,,,,,,,,,,puchase complete,
ACS 216 - VDA Formular 4939,SAP,ASTRA,Paid License,138,1,corporate license,perpetual,,,,,,,,,,puchase complete,
ACS 132  - QM Cockpit,SAP,ASTRA,Paid License,139,1,corporate license,perpetual,,,,,,,,,,puchase complete,
ACS 133 - QM Customer 8D,SAP,ASTRA,Paid License,140,1,corporate license,perpetual,,,,,,,,,,puchase complete,
ACS 134  - QM Supplier 8D,SAP,ASTRA,Paid License,141,1,corporate license,perpetual,,,,,,,,,,puchase complete,
ACS 138  - QM DMS,SAP,ASTRA,Paid License,142,1,corporate license,perpetual,,,,,,,,,,puchase complete,
Microsoft SQL Server 2019 Express,Microsoft,ASTRA,Paid License,143,3,tbd,tbd,,,,,,,,,,"in clarification, final quantity",
License for Mandant  SAP system,Bensberg,ASTRA,Paid License,144,1,system,perpetual,,,,,,,,,,quote available,
Iceberg benchmark portal,Caresoft Global,ASTRA,Paid License,145,,tbd,tbd,,,,,,,,,,"in clarification, final quantity",
IAM tool,Tenfold Securities,ASTRA,Paid License,146,370,user,perpetual,,,,,,,,,,purchase complete,
Encryption Software,Digicert,ASTRA,Paid License,147,350,user,perpetual,,,,,,,,,,purchase complete,
Microsoft Office 2016 Professional Plus,Microsoft,ASTRA,Paid License,148,17,user,tbd,,,,,,,,,,,
Acrobat Reader DC,Adobe,ASTRA,freeware,1,444,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
Hotfix Installation Package for Adobe Reader DC and Acrobat,Adobe,ASTRA,freeware,2,429,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
ALM Toolkit for Power BI,ALM Toolkit,ASTRA,Open Source Software (OSS),3,36,,Open Source Software (OSS),,,,,,,,,,,
OpenJDK 8 - Corretto for Creo,Amazon,ASTRA,Open Source Software (OSS),4,37,,Open Source Software (OSS),,,,,,,,,,,
Anaconda Python 2020.07,Anaconda,ASTRA,Open Source Software (OSS),5,2,,Open Source Software (OSS),,,,,,,,,,,
PDF Split and Merge,Andrea Vacondio,ASTRA,Open Source Software (OSS),6,256,,Open Source Software (OSS),,,,,,,,,,,
HeidiSQL 11.x,Ansgar Becker,ASTRA,Open Source Software (OSS),7,1,,Open Source Software (OSS),,,,,,,,,,,
Antoine Potten Ant Renamer 2.x,Antoine Potten,ASTRA,freeware,8,1,,freeware,,,,,,,,,,,
Apple iTunes,Apple,ASTRA,freeware,9,71,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
Arduino Labs,Arduino DE,ASTRA,Open Source Software (OSS),10,1,,Open Source Software (OSS),,,,,,,,,,,
Graphviz 12.x,AT&T,ASTRA,Open Source Software (OSS),11,1,,Open Source Software (OSS),,,,,,,,,,,
SourceTree,Atlassian,ASTRA,freeware,12,5,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
Autodesk Licensing Service 2020,Autodesk,ASTRA,freeware,13,27,,freeware,,,,,,,,,,,
DWG TrueView 2023,Autodesk,ASTRA,freeware,14,25,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
Design Review,Autodesk,ASTRA,freeware,15,9,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
AutoHotkey Foundation AutoHotkey 2.x,AutoHotkey Foundation LLC,ASTRA,Open Source Software (OSS),16,1,,Open Source Software (OSS),,,,,,,,,,,
Bambu Studio,Bambu Lab,ASTRA,Open Source Software (OSS),17,1,,Open Source Software (OSS),,,,,,,,,,,
Benito van der Zander TeXstudio 2.x,Benito van der Zander,ASTRA,Open Source Software (OSS),18,3,,Open Source Software (OSS),,,,,,,,,,,
USB Docker,Synaptics,ASTRA,freeware,19,335,,freeware,,,,,,,,,,,
VMware Workstation 16,Broadcom,ASTRA,freeware,20,1,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
VMware Workstation Player 17,Broadcom,ASTRA,freeware,21,1,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
InkScape,Bryce Harrington,ASTRA,Open Source Software (OSS),22,6,,Open Source Software (OSS),,,,,,,,,,,
Path Copy Copy,Charles Lechasseur,ASTRA,Open Source Software (OSS),23,444,,Open Source Software (OSS),,,,,,,,,,,
MiKTeX 2.x,Christian Schenk,ASTRA,Open Source Software (OSS),24,3,,Open Source Software (OSS),,,,,,,,,,,
WinAuth,Colin Mackie,ASTRA,Open Source Software (OSS),25,9,,Open Source Software (OSS),,,,,,,,,,,
DAX Studio,DAX Studio,ASTRA,Open Source Software (OSS),26,36,,Open Source Software (OSS),,,,,,,,,,,
Freeplane 1.x,Dimitry Polivaev,ASTRA,freeware,27,1,,freeware,,,,,,,,,,,
KeePass,Dominik Reichl,ASTRA,Open Source Software (OSS),28,249,,Open Source Software (OSS),,,,,,,,,,,
Notepad++ 64-bit,Don Ho,ASTRA,Open Source Software (OSS),29,190,,Open Source Software (OSS),,,,,,,,,,,
Eclipse Foundation Temurin 8.x,Eclipse Foundation,ASTRA,Open Source Software (OSS),30,1,,Open Source Software (OSS),,,,,,,,,,,
EWSoftware Sandcastle 24.x,EWSoftware,ASTRA,Open Source Software (OSS),31,1,,Open Source Software (OSS),,,,,,,,,,,
Px for Windows,Genotrance-Ganesh Viswanathan,ASTRA,Open Source Software (OSS),32,12,,Open Source Software (OSS),,,,,,,,,,,
Ghostgum Software RedMon 1.x,Ghostgum Software,ASTRA,freeware,33,41,,freeware,,,,,,,,,,,
Git for Windows,Git-Team,ASTRA,freeware,34,6,,freeware,,,,,,,,,,,
TightVNC 2.x,GlavSoft,ASTRA,Open Source Software (OSS),35,11,,Open Source Software (OSS),,,,,,,,,,,
Google Chrome,Google,ASTRA,freeware,36,229,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
Npcap,Gordon Lyon,ASTRA,freeware,37,4,,freeware,,,,,,,,,,,
GoTo Opener 1.x,GoTo,ASTRA,freeware,38,2,,freeware,,,,,,,,,,,
OSI Font,hikikomori82,ASTRA,Open Source Software (OSS),39,441,,Open Source Software (OSS),,,,,,,,,,,
7-Zip,Igor Pavlov,ASTRA,freeware,40,422,,freeware,,,,,,,,,,,
ImageWriter Developers Win32 Disk Imager 1.x,ImageWriter Developers,ASTRA,Open Source Software (OSS),41,2,,Open Source Software (OSS),,,,,,,,,,,
Inkscape,Inkscape/Bryce Harrington,ASTRA,Open Source Software (OSS),42,5,,Open Source Software (OSS),,,,,,,,,,,
item Industrietechnik item MotionSoft 2 Win,item Industrietechnik,ASTRA,freeware,43,1,,freeware,,,,,,,,,,,
Jabra Xpress 6.x,Jabra/GN Audio,ASTRA,freeware,44,49,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
Jabra Direct X20,Jabra/GN Audio,ASTRA,freeware,45,42,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
Kaltura Webcast Studio 4.x,Kaltura,ASTRA,Open Source Software (OSS),46,1,,Open Source Software (OSS),,,,,,,,,,,
Kapacity Tabular Editor 2.x,Kapacity,ASTRA,Open Source Software (OSS),47,26,,Open Source Software (OSS),,,,,,,,,,,
SumatraPDF 3.x,Krzysztof Kowalczyk,ASTRA,Open Source Software (OSS),48,3,,Open Source Software (OSS),,,,,,,,,,,
FreeCommander XE,Marek Jasinski,ASTRA,freeware,49,216,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
WinSCP FTP Client,Martin Prikryl,ASTRA,Open Source Software (OSS),50,7,,Open Source Software (OSS),,,,,,,,,,,
The MathWorks MATLAB R2023b,MathWorks,ASTRA,freeware,51,23,,freeware,,,,,,,,,,,
MATLAB Runtime R2023b,MathWorks,ASTRA,freeware,52,1,,freeware,,,,,,,,,,,
Meltytech Shotcut 23.x,Meltytech,ASTRA,Open Source Software (OSS),53,1,,Open Source Software (OSS),,,,,,,,,,,
Visio Studio Code,Microsoft,ASTRA,freeware,54,17,,freeware,,,,,,,,,,,
Microsoft Visual C++ Runtime Redistributables,Microsoft,ASTRA,freeware,55,448,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
.NET Core Desktop Runtime 8.0,Microsoft,ASTRA,Open Source Software (OSS),56,441,,Open Source Software (OSS),,,,,,,,,,,
Microsoft Edge WebView2,Microsoft,ASTRA,freeware,57,440,,freeware,,,,,,,,,,,
Microsoft Edge - Chromium,Microsoft,ASTRA,freeware,58,401,,freeware,,,,,,,,,,,
.NET Framework 4.8 KB5023322,Microsoft,ASTRA,Open Source Software (OSS),59,44,,Open Source Software (OSS),,,,,,,,,,,
Microsoft Power BI Desktop - Cloud,Microsoft,ASTRA,freeware,60,33,,freeware,,,,,,,,,,,
.NET Core Desktop Runtime 6.0,Microsoft,ASTRA,Open Source Software (OSS),61,20,,Open Source Software (OSS),,,,,,,,,,,
NET Core SDK 8.0,Microsoft,ASTRA,Open Source Software (OSS),62,18,,Open Source Software (OSS),,,,,,,,,,,
Microsoft Power BI - SAP BW drivers,Microsoft,ASTRA,freeware,63,13,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
Microsoft Fabric (Free),Microsoft,ASTRA,freeware,64,419,,freeware,,,,,,,,,,,
Microsoft Internet Explorer 11,Microsoft,ASTRA,freeware,65,444,,freeware,,,,,,,,,,,
Microsoft SQL Server 2019 Express,Microsoft,ASTRA,freeware,66,3,,freeware,,,,,,,,,,,
Microsoft SQL Server Management Studio (SSMS) V.19.x,Microsoft,ASTRA,freeware,67,1,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
Remote Server Administration Tools,Microsoft,ASTRA,freeware,68,15,,freeware,,,,,,,,,,,
Reportviewer 2012,Microsoft,ASTRA,freeware,69,4,,freeware,,,,,,,,,,,
Wireless Display Adapter,Microsoft,ASTRA,freeware,70,7,,freeware,,,,,,,,,,,
Microsoft Power BI Desktop,Microsoft,ASTRA,freeware,71,42,,freeware,,,,,,,,,,,
Microsoft Power BI Report Builder,Microsoft,ASTRA,freeware,72,5,,freeware,,,,,,,,,,,
Microsoft SOAP Toolkit 3.x,Microsoft,ASTRA,freeware,73,2,,freeware,,,,,,,,,,,
Microsoft OpenJDK 11.x (NLRQ),Microsoft,ASTRA,Open Source Software (OSS),74,1,,Open Source Software (OSS),,,,,,,,,,,
Microsoft Azure Data Factory 2015 Tools for Visual Studio,Microsoft,ASTRA,freeware,75,1,,freeware,,,,,,,,,,,
Microsoft Sysinternals Suite,Microsoft Sysinternals,ASTRA,freeware,76,1,,freeware,,,,,,,,,,,
Desktop Save & Restore,Midox/Jamie O Connell,ASTRA,Open Source Software (OSS),77,223,,Open Source Software (OSS),,,,,,,,,,,
Firefox 128 ESR,Mozilla,ASTRA,Open Source Software (OSS),78,369,,Open Source Software (OSS),,,,,,,,,,,
Multimedia Package NextGen,Multimedia,ASTRA,freeware,79,75,,freeware,,,,,,,,,,,
Node.js Foundation Node.js 20.x,Node.js Foundation,ASTRA,Open Source Software (OSS),80,1,,Open Source Software (OSS),,,,,,,,,,,
Obs Studio 29.x,OBS Studio Contributors,ASTRA,Open Source Software (OSS),81,52,,Open Source Software (OSS),,,,,,,,,,,
NDI-Streaming-Tools,OBS Studio Contributors-TriCaster,ASTRA,freeware,82,51,,freeware,,,,,,,,,,,
Client 19c 32Bits,Oracle,ASTRA,freeware,83,145,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
Hotfix Package for Oracle Client 19c 32Bits,Oracle,ASTRA,freeware,84,143,,freeware,,,,,,,,,,proprietory SW - needs to checked with vendor before final installation,
